date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:59:35	1304/1304	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2259c91449-518%22	http://jacqueline-html.themerex.net/font/star.woff	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/font/star.woff	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:36	1676/1676	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2259c91449-68c%22	http://jacqueline-html.themerex.net/font/star.eot?	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/font/stard41d.eot	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:36	1512/1512	---M--	200	added ('OK')	application/octet-stream	etag:%2259c91449-5e8%22	http://jacqueline-html.themerex.net/font/star.ttf	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/font/star.ttf	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:36	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:37%20GMT	http://jacqueline-html.themerex.net/font/star.svg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/font/star.svg	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:38	14280/14280	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2259c91449-37c8%22	http://jacqueline-html.themerex.net/font/WooCommerce.eot	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/font/WooCommerce.eot	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:38	14176/14176	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2259c91449-3760%22	http://jacqueline-html.themerex.net/font/WooCommerce.woff	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/font/WooCommerce.woff	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:41	14100/14100	---M--	200	added ('OK')	application/octet-stream	etag:%2259c91449-3714%22	http://jacqueline-html.themerex.net/font/WooCommerce.ttf	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/font/WooCommerce.ttf	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:41	14280/14280	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2259c91449-37c8%22	http://jacqueline-html.themerex.net/font/WooCommerce.eot?	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/font/WooCommerced41d.eot	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:42	50740/50740	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2259c91449-c634%22	http://jacqueline-html.themerex.net/font/WooCommerce.svg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/font/WooCommerce.svg	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:42	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:42%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/icons/loader.svg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/icons/loader.svg	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:43	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:43%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/visa.svg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/visa.svg	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:43	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:43%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/mastercard.svg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/mastercard.svg	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:43	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:43%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/laser.svg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/laser.svg	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:44	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:44%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/diners.svg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/diners.svg	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:44	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:44%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/maestro.svg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/maestro.svg	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:44	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:45%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/jcb.svg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/jcb.svg	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:45	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:45%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/amex.svg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/amex.svg	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:45	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:46%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/discover.svg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/icons/credit-cards/discover.svg	(from http://jacqueline-html.themerex.net/js/vendor/woo/woocommerce.css)
21:59:46	116/116	---M--	200	added ('OK')	image/png	etag:%2259c9144c-74%22	http://jacqueline-html.themerex.net/images/icon-month-hover.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/images/icon-month-hover.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/plugin.tribe-events.css)
21:59:47	85/85	---M--	200	added ('OK')	image/png	etag:%2259c9144c-55%22	http://jacqueline-html.themerex.net/images/icon-list-hover.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/images/icon-list-hover.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/plugin.tribe-events.css)
21:59:47	215/215	---M--	200	added ('OK')	image/png	etag:%2259c9144c-d7%22	http://jacqueline-html.themerex.net/images/icon-day-hover.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/images/icon-day-hover.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/plugin.tribe-events.css)
21:59:47	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:48%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/woo/shop-cat-bg-1.jpg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/woo/shop-cat-bg-1.jpg	(from http://jacqueline-html.themerex.net/js/vendor/woo/plugin.woocommerce.css)
21:59:48	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:48%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/woo/shop-cat-bg-2.jpg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/woo/shop-cat-bg-2.jpg	(from http://jacqueline-html.themerex.net/js/vendor/woo/plugin.woocommerce.css)
21:59:48	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:49%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/woo/shop-cat-bg-3.jpg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/woo/shop-cat-bg-3.jpg	(from http://jacqueline-html.themerex.net/js/vendor/woo/plugin.woocommerce.css)
21:59:49	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:49%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/woo/shop-cat-bg-4.jpg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/woo/shop-cat-bg-4.jpg	(from http://jacqueline-html.themerex.net/js/vendor/woo/plugin.woocommerce.css)
21:59:49	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:50%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/woo/shop-cat-bg-5.jpg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/woo/shop-cat-bg-5.jpg	(from http://jacqueline-html.themerex.net/js/vendor/woo/plugin.woocommerce.css)
21:59:50	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:50%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/woo/shop-cat-bg-6.jpg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/woo/shop-cat-bg-6.jpg	(from http://jacqueline-html.themerex.net/js/vendor/woo/plugin.woocommerce.css)
21:59:51	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:51%20GMT	http://jacqueline-html.themerex.net/js/vendor/mediaelement/bigplay.svg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/mediaelement/bigplay.svg	(from http://jacqueline-html.themerex.net/js/vendor/mediaelement/mediaelementplayer.min.css)
21:59:52	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:52%20GMT	http://jacqueline-html.themerex.net/js/vendor/mediaelement/bigplay.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/mediaelement/bigplay.png	(from http://jacqueline-html.themerex.net/js/vendor/mediaelement/mediaelementplayer.min.css)
21:59:52	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:52%20GMT	http://jacqueline-html.themerex.net/js/vendor/mediaelement/background.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/mediaelement/background.png	(from http://jacqueline-html.themerex.net/js/vendor/mediaelement/mediaelementplayer.min.css)
21:59:53	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:53%20GMT	http://jacqueline-html.themerex.net/js/vendor/mediaelement/loading.gif	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/mediaelement/loading.gif	(from http://jacqueline-html.themerex.net/js/vendor/mediaelement/mediaelementplayer.min.css)
21:59:53	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:53%20GMT	http://jacqueline-html.themerex.net/js/vendor/mediaelement/controls.svg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/mediaelement/controls.svg	(from http://jacqueline-html.themerex.net/js/vendor/mediaelement/mediaelementplayer.min.css)
21:59:54	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:54%20GMT	http://jacqueline-html.themerex.net/js/vendor/mediaelement/controls.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/mediaelement/controls.png	(from http://jacqueline-html.themerex.net/js/vendor/mediaelement/mediaelementplayer.min.css)
21:59:54	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:54%20GMT	http://jacqueline-html.themerex.net/js/vendor/mediaelement/jumpforward.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/mediaelement/jumpforward.png	(from http://jacqueline-html.themerex.net/js/vendor/mediaelement/mediaelementplayer.min.css)
21:59:55	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:55%20GMT	http://jacqueline-html.themerex.net/js/vendor/mediaelement/skipback.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/mediaelement/skipback.png	(from http://jacqueline-html.themerex.net/js/vendor/mediaelement/mediaelementplayer.min.css)
21:59:56	493305/493305	---M--	200	added ('OK')	image/jpeg	etag:%2259c9144e-786f9%22	http://jacqueline-html.themerex.net/images/image-16.jpg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/images/image-16.jpg	(from http://jacqueline-html.themerex.net/home-2.html)
21:59:57	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:57%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/tribe-tooltips.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/tribe-tooltips.1ea.delayed	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
21:59:57	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:57%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-month.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-month.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
21:59:57	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:58%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-list.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-list.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
21:59:58	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:58%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-week.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-week.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
21:59:59	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:58%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-day.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-day.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
21:59:59	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:29:59%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-photo.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-photo.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
21:59:59	310350/310350	---M--	200	added ('OK')	image/jpeg	etag:%2259c91450-4bc4e%22	http://jacqueline-html.themerex.net/images/team-10.jpg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/images/team-10.jpg	(from http://jacqueline-html.themerex.net/single-team.html)
22:00:00	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:30:00%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-map.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-map.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
22:00:00	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:30:00%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/tribe-tooltips@2x.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/tribe-tooltips@2x.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
22:00:00	42507/42507	---M--	200	added ('OK')	image/jpeg	etag:%2259c9144f-a60b%22	http://jacqueline-html.themerex.net/images/image-8-1170x659.jpg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/images/image-8-1170x659.jpg	(from http://jacqueline-html.themerex.net/menu-item-1.html)
22:00:00	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:30:01%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-search@2x.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-search@2x.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
22:00:01	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:30:01%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-gear@2x.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-gear@2x.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
22:00:01	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:30:01%20GMT	http://jacqueline-html.themerex.net/js/vendor/vendor/select2/select2x2.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/vendor/select2/select2x2.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
22:00:02	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:30:02%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-month@2x.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-month@2x.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
22:00:02	73431/73431	---M--	200	added ('OK')	image/jpeg	etag:%2259c9144f-11ed7%22	http://jacqueline-html.themerex.net/images/image-4-1170x659.jpg	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/images/image-4-1170x659.jpg	(from http://jacqueline-html.themerex.net/menu-item-2.html)
22:00:03	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:30:03%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-list@2x.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-list@2x.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
22:00:03	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:30:03%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-week@2x.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-week@2x.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
22:00:04	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:30:04%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-day@2x.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-day@2x.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
22:00:04	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:30:04%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-photo@2x.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-photo@2x.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
22:00:04	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:30:05%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-map@2x.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/events-bar/icon-map@2x.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-full.min.css)
22:00:05	162/162	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2007%20Jul%202018%2016:30:05%20GMT	http://jacqueline-html.themerex.net/js/vendor/images/tribe-theme/tribe-theme-tooltips.png	C:/My%20Web%20Sites/spa/jacqueline-html.themerex.net/js/vendor/images/tribe-theme/tribe-theme-tooltips.png	(from http://jacqueline-html.themerex.net/js/vendor/tribe/tribe-events-theme.min.css)
